article;weighted_regulatory_operators;unweighted_regulatory_operators;operators_total;fres;sentences;words;syllables;words_per_sentence;syllables_per_word;number_internal_references;complexity_with_references;clump_size
CRD_20;14;11;92;44,98538461538462;13;208;358;16,0;1,7211538461538463;6;2,8799593869232013e+23;1
CRD_21;8;7;39;50,89698198198201;6;148;229;24,666666666666668;1,5472972972972974;19;1,0972645264177395e+24;1
CRD_21a;209;108;627;3,7551307833412864;41;1795;3366;43,78048780487805;1,875208913649025;11;4,3635748286715165e+22;482
CRD_21b;64;41;257;26,000384615384633;26;900;1550;34,61538461538461;1,7222222222222223;2;4,3635748286715165e+22;482
CRD_22;55;39;265;35,024720670391076;29;716;1242;24,689655172413794;1,73463687150838;2;4,3635748286715165e+22;482
CRD_23;32;18;167;13,97285714285718;12;504;895;42,0;1,7757936507936507;2;4,3635748286715165e+22;482
CRD_24;18;9;83;-2,376811594202877;6;230;463;38,333333333333336;2,0130434782608697;0;18;1
CRD_25;10;6;51;24,01180048661803;3;137;221;45,666666666666664;1,6131386861313868;0;10;1
CRD_26;22;13;91;16,218484848484877;7;297;518;42,42857142857143;1,7441077441077442;10;4,3635748286715165e+22;482
CRD_27;4;2;44;7,937413793103474;3;174;288;58,0;1,6551724137931034;4;1,4399796934616005e+23;1
CRD_33;11;5;32;-14,801999999999964;1;75;129;75,0;1,72;10;4,3635748286715165e+22;482
CRD_34;37;19;126;1,8938043478261193;8;460;797;57,5;1,732608695652174;11;4,3635748286715165e+22;482
CRD_35;30;21;137;33,82989667420085;19;489;849;25,736842105263158;1,7361963190184049;2;4,3635748286715165e+22;482
CRD_36;18;14;113;44,25079376328844;17;415;676;24,41176470588235;1,6289156626506025;4;4,3635748286715165e+22;482
CRD_37;1;1;12;40,784285714285716;1;35;54;35,0;1,542857142857143;2;9,599864623077337e+22;1
CRD_38;1;1;8;46,06863636363636;2;44;72;22,0;1,6363636363636365;0;1;1
CRD_39;12;9;76;43,055135285913536;15;239;417;15,933333333333334;1,7447698744769875;0;12;1
CRD_40;17;10;54;16,38569672131149;4;122;230;30,5;1,8852459016393444;2;4,3635748286715165e+22;482
CRD_41;11;7;74;22,523828883495156;8;309;530;38,625;1,715210355987055;1;41,800000000000004;1
CRD_42;12;6;21;1,9797826086956718;1;46;86;46,0;1,8695652173913044;2;118,45800000000003;1
CRD_43;9;6;95;32,29480392156864;15;340;609;22,666666666666668;1,7911764705882354;1;54,98000000000001;1
CRD_44;7;4;22;16,085405405405425;2;74;134;37,0;1,8108108108108107;2;4,3635748286715165e+22;482
CRD_45;6;3;19;6,703636363636377;2;66;130;33,0;1,9696969696969697;0;6;1
CRD_46;3;2;14;28,335000000000036;2;60;105;30,0;1,75;0;3;1
CRD_47;28;16;111;14,369676925845965;12;463;839;38,583333333333336;1,812095032397408;1;4,799932311538669e+22;1
CRD_48;7;4;73;8,05059523809524;9;336;639;37,333333333333336;1,9017857142857142;0;7;1
CRD_49;10;7;35;38,50986760124613;6;107;190;17,833333333333332;1,7757009345794392;2;9,599864623077337e+22;1
CRD_50;28;18;201;26,09314743202421;25;662;1204;26,48;1,8187311178247734;0;28;1
CRD_51;62;41;285;28,97268826835267;30;949;1635;31,633333333333333;1,7228661749209695;13;4,3635748286715165e+22;482
CRD_52;15;10;86;32,9187721238938;12;339;582;28,25;1,7168141592920354;3;4,3635748286715165e+22;482
CRD_53;17;11;92;27,123333333333363;9;312;533;34,666666666666664;1,7083333333333333;1;4,3635748286715165e+22;482
CRD_54;5;2;36;-26,6640625;2;128;255;64,0;1,9921875;2;4,3635748286715165e+22;482
CRD_54a;1;1;6;50,470769230769264;2;26;44;13,0;1,6923076923076923;2;9,599864623077337e+22;1
CRD_55;6;3;62;5,9797619047619435;3;140;254;46,666666666666664;1,8142857142857143;3;3,1751552240828296e+23;2
CRD_56;11;4;85;-49,995030750307464;3;271;529;90,33333333333333;1,952029520295203;3;1,4399796934616005e+23;1
CRD_57;18;11;161;21,039524356240804;13;469;827;36,07692307692308;1,763326226012793;4;3,1751552240828296e+23;2
CRD_58;25;14;118;11,907775071633267;10;349;658;34,9;1,8853868194842407;4;4,3635748286715165e+22;482
CRD_58a;13;8;98;19,83571428571429;9;315;564;35,0;1,7904761904761906;2;9,599864623077337e+22;1
CRD_59;19;10;104;3,707003205128217;8;351;658;43,875;1,8746438746438747;3;4,3635748286715165e+22;482
CRD_60;7;3;28;-17,785882352941158;1;85;139;85,0;1,6352941176470588;4;3,0239573562693614e+23;1
CRD_61;12;8;51;26,36100000000002;5;150;266;30,0;1,7733333333333334;3;4,452657208798847e+23;1
CRD_62;1;1;17;31,759336734693903;2;49;87;24,5;1,7755102040816326;0;1;1
CRD_63;27;15;130;12,476491368286446;8;391;669;48,875;1,710997442455243;0;27;1
CRD_64;9;6;52;29,604545454545473;7;165;299;23,571428571428573;1,812121212121212;5;4,3635748286715165e+22;482
CRD_65;56;27;169;-4,167645421903018;10;557;1017;55,7;1,8258527827648114;1;4,3635748286715165e+22;482
CRD_66;39;13;176;-61,99461749571182;5;583;1037;116,6;1,7787307032590052;6;4,3635748286715165e+22;482
CRD_67;97;24;249;-123,66730769230767;5;910;1568;182,0;1,7230769230769232;22;4,3635748286715165e+22;482
CRD_68;26;16;114;20,836567796610183;12;354;653;29,5;1,844632768361582;0;26;1
CRD_69;25;16;92;28,003023415977964;12;242;453;20,166666666666668;1,871900826446281;9;4,3635748286715165e+22;482
CRD_70;35;8;85;-143,82790575916226;1;191;354;191,0;1,8534031413612566;0;35;1
CRD_71;16;10;83;21,07978789592761;8;221;412;27,625;1,8642533936651584;0;16;1
CRD_72;10;6;25;21,22137681159424;3;92;168;30,666666666666668;1,826086956521739;0;10;1
CRD_73;5;3;27;17,4273129251701;3;98;181;32,666666666666664;1,846938775510204;0;5;1
CRD_74;15;9;72;22,187045454545455;11;240;461;21,818181818181817;1,9208333333333334;20;4,3635748286715165e+22;482
CRD_75;21;14;91;29,28717506631301;13;290;531;22,307692307692307;1,8310344827586207;5;9,599864623077337e+22;1
CRD_76;86;54;271;23,892306791569126;29;854;1545;29,448275862068964;1,8091334894613582;0;86;1
CRD_77;18;11;105;22,673844383057116;12;362;657;30,166666666666668;1,8149171270718232;0;18;1
CRD_78;52;33;227;24,77540149393093;27;714;1310;26,444444444444443;1,834733893557423;0;52;1
CRD_79;28;11;74;-33,61111753371867;3;173;372;57,666666666666664;2,1502890173410405;0;28;1
CRD_80;6;3;11;4,652972972972975;1;37;72;37,0;1,945945945945946;0;6;1
CRD_81;11;5;44;-8,621009389671343;3;142;281;47,333333333333336;1,9788732394366197;1;105,60000000000001;1
CRD_82;16;8;38;-1,395730198019777;4;101;218;25,25;2,1584158415841586;0;16;1
CRD_83;16;12;74;37,58635836909875;10;233;401;23,3;1,7210300429184548;1;24,8;1
CRD_84;22;14;120;23,799771341463412;16;410;761;25,625;1,8560975609756099;1;4,3635748286715165e+22;482
CRD_85;14;8;31;14,66500000000002;5;90;185;18,0;2,0555555555555554;0;14;1
CRD_86;103;58;295;13,15569078947371;38;768;1572;20,210526315789473;2,046875;0;103;1
CRD_87;14;9;47;28,713333333333367;7;135;253;19,285714285714285;1,874074074074074;1;4,3635748286715165e+22;482
CRD_88;62;30;232;-3,1247875354107464;14;706;1325;50,42857142857143;1,8767705382436262;1;77,4;1
CRD_89;31;20;140;28,41918784255111;18;446;808;24,77777777777778;1,811659192825112;1;4,3635748286715165e+22;482
CRD_90;3;2;11;20,542647058823547;1;34;61;34,0;1,7941176470588236;0;3;1
CRD_91;43;29;232;30,758136132315542;36;786;1430;21,833333333333332;1,8193384223918576;2;4,3635748286715165e+22;482
CRD_92;39;13;159;-61,86648837209299;5;516;1000;103,2;1,937984496124031;1;56,6;1
CRD_93;34;10;46;-81,72815126050416;1;119;236;119,0;1,9831932773109244;1;96,26;1
CRD_94;154;77;762;-0,16963590910543758;41;2283;4061;55,68292682926829;1,7787998247919403;3;4,3635748286715165e+22;482
CRD_95;16;9;63;12,516011125654472;8;191;384;23,875;2,0104712041884816;0;16;1
CRD_96;4;3;14;30,289932432432437;2;37;69;18,5;1,864864864864865;8;1,4399796934616005e+23;1
CRD_97;55;33;211;19,524049863180323;22;598;1129;27,181818181818183;1,8879598662207357;4;4,3635748286715165e+22;482
CRD_98;75;39;400;5,039988692899158;33;1474;2726;44,666666666666664;1,8493894165535956;7;4,3635748286715165e+22;482
CRD_99;23;13;113;14,372323353293439;10;334;626;33,4;1,874251497005988;7;4,3635748286715165e+22;482
CRD_100;9;6;41;32,39160714285714;8;126;236;15,75;1,873015873015873;1;4,3635748286715165e+22;482
CRD_101;47;28;163;18,861329021235065;17;482;907;28,352941176470587;1,8817427385892116;1;4,3635748286715165e+22;482
CRD_102;8;6;27;44,108948453608264;5;97;164;19,4;1,690721649484536;1;4,3635748286715165e+22;482
CRD_104;120;49;210;-27,023209393346377;7;511;965;73,0;1,888454011741683;10;4,3635748286715165e+22;482
CRD_104a;194;97;431;-0,17614746325273245;21;1406;2311;66,95238095238095;1,643669985775249;11;4,3635748286715165e+22;482
CRD_104b;63;44;185;33,52103455631399;16;586;943;36,625;1,6092150170648465;9;4,3635748286715165e+22;482
CRD_104c;10;5;27;2,9825000000000443;2;47;100;23,5;2,127659574468085;2;9,599864623077337e+22;1
CRD_105;22;8;45;-45,62444444444442;2;162;326;81,0;2,0123456790123457;3;4,3635748286715165e+22;482
CRD_106;8;5;38;23,507311320754724;4;106;196;26,5;1,849056603773585;3;4,3635748286715165e+22;482
CRD_107;11;7;85;28,615235849056603;10;265;474;26,5;1,788679245283019;19;4,319939080384802e+23;1
CRD_108;28;17;80;21,765000000000015;8;264;473;33,0;1,7916666666666667;4;4,799932311538669e+22;1
CRD_109;56;35;163;23,567580645161286;16;496;890;31,0;1,7943548387096775;5;4,3635748286715165e+22;482
CRD_110;3;2;25;27,343571428571465;3;84;150;28,0;1,7857142857142858;0;3;1
CRD_111;56;31;210;11,377056928034392;19;735;1357;38,68421052631579;1,8462585034013606;1;4,3635748286715165e+22;482
CRD_112;12;6;98;-0,5635266245487287;8;277;564;34,625;2,036101083032491;1;4,3635748286715165e+22;482
CRD_113;85;51;367;19,848851217906542;31;1176;2064;37,935483870967744;1,7551020408163265;7;4,3635748286715165e+22;482
CRD_114;19;11;92;18,166538461538465;7;234;428;33,42857142857143;1,829059829059829;4;4,3635748286715165e+22;482
CRD_115;25;14;94;10,744535714285746;10;224;459;22,4;2,049107142857143;1;4,3635748286715165e+22;482
CRD_116;86;50;392;17,031037735849083;35;1060;1993;30,285714285714285;1,880188679245283;11;4,3635748286715165e+22;482
CRD_116a;20;11;56;9,995564516129065;4;186;329;46,5;1,7688172043010753;4;1,0079857854231204e+23;1
CRD_117;72;38;334;6,649025157232728;27;954;1853;35,333333333333336;1,9423480083857443;5;4,3635748286715165e+22;482
CRD_118;11;6;49;8,303668032786902;4;183;329;45,75;1,7978142076502732;2;4,3635748286715165e+22;482
CRD_119;5;3;51;19,821428571428612;7;168;323;24,0;1,9226190476190477;3;4,3635748286715165e+22;482
CRD_120;5;3;66;29,25083333333336;9;240;427;26,666666666666668;1,7791666666666666;0;5;1
CRD_121;4;2;21;-14,106249999999989;1;64;118;64,0;1,84375;1;4,3635748286715165e+22;482
CRD_122;9;5;53;9,726811594202928;6;184;361;30,666666666666668;1,9619565217391304;2;4,3635748286715165e+22;482
CRD_123;13;7;50;7,587908163265325;6;147;303;24,5;2,061224489795918;1;4,799932311538669e+22;1
CRD_124;21;11;112;2,7722321428571775;8;315;611;39,375;1,9396825396825397;4;1,4399796934616005e+23;1
CRD_125;27;14;121;4,7400117056856175;10;299;607;29,9;2,0301003344481607;3;4,3635748286715165e+22;482
CRD_126;7;3;17;-20,53076923076921;1;65;124;65,0;1,9076923076923078;0;7;1
CRD_127;38;21;147;12,499375000000043;16;470;914;29,375;1,9446808510638298;2;4,799932311538669e+22;1
CRD_128;77;32;118;-23,687999999999988;5;441;735;88,2;1,6666666666666667;12;4,3635748286715165e+22;482
CRD_129;12;9;35;38,45625000000001;4;141;221;35,25;1,5673758865248226;2;4,3635748286715165e+22;482
CRD_130;12;8;40;31,552034883720978;6;129;234;21,5;1,813953488372093;3;4,3635748286715165e+22;482
CRD_131;150;95;725;25,18052971274497;67;2109;3732;31,47761194029851;1,7695590327169275;2;4,3635748286715165e+22;482
CRD_133;143;89;661;23,336383642118705;54;2153;3640;39,870370370370374;1,690664189503019;6;4,3635748286715165e+22;482
CRD_134;11;9;62;48,347589118198925;13;246;405;18,923076923076923;1,646341463414634;1;4,3635748286715165e+22;482
CRD_135;22;11;72;-2,17809523809521;6;280;535;46,666666666666664;1,9107142857142858;1;4,3635748286715165e+22;482
CRD_136;55;36;245;29,063681953867047;25;737;1288;29,48;1,7476255088195387;3;4,3635748286715165e+22;482
CRD_137;17;9;69;7,865000000000009;5;230;414;46,0;1,8;2;4,3635748286715165e+22;482
CRD_138;7;2;35;-86,0976470588235;1;136;249;136,0;1,8308823529411764;0;7;1
CRD_139;32;19;132;19,008644067796638;14;472;857;33,714285714285715;1,8156779661016949;2;4,3635748286715165e+22;482
CRD_140;101;54;292;7,384389867489801;19;989;1714;52,05263157894737;1,7330637007077856;6;4,3635748286715165e+22;482
CRD_141;101;60;328;18,83919272962663;24;1223;1970;50,958333333333336;1,6107931316434996;3;4,3635748286715165e+22;482
CRD_141a;49;14;46;-90,35999999999999;1;165;253;165,0;1,5333333333333334;3;1,4399796934616005e+23;1
CRD_141b;82;50;330;21,796897233201605;23;1056;1728;45,91304347826087;1,6363636363636365;5;4,3635748286715165e+22;482
CRD_141c;10;6;29;22,677133027522956;2;109;166;54,5;1,5229357798165137;3;1,4399796934616005e+23;1
CRD_142;42;26;109;23,216025773195895;10;291;530;29,1;1,8213058419243986;2;9,599864623077337e+22;1
CRD_143;19;12;78;23,931931506849338;10;292;529;29,2;1,8116438356164384;3;4,3635748286715165e+22;482
CRD_144;25;11;85;-17,292391681109166;7;577;958;82,42857142857143;1,660311958405546;3;4,3635748286715165e+22;482
CRD_145;14;4;73;-95,84632736156348;2;307;533;153,5;1,736156351791531;22;4,3635748286715165e+22;482
CRD_146;6;4;17;28,306275510204102;2;49;89;24,5;1,816326530612245;2;4,799932311538669e+22;1
CRD_147;4;4;14;57,232421052631594;5;57;93;11,4;1,631578947368421;0;4;1
CRD_148;12;10;72;47,86935185185186;14;243;406;17,357142857142858;1,6707818930041152;1;4,3635748286715165e+22;482
CRD_149;3;2;26;19,132903225806473;4;124;229;31,0;1,846774193548387;0;3;1
CRD_150;10;6;35;23,441492227979296;5;193;329;38,6;1,7046632124352332;2;4,799932311538669e+22;1
CRD_151;6;4;40;33,14640037593986;4;133;220;33,25;1,6541353383458646;8;2,9759580331539747e+23;1
CRD_152;11;6;21;5,3053658536585715;2;82;155;41,0;1,8902439024390243;1;22,0;1
CRD_153;18;12;81;28,488318181818215;10;275;489;27,5;1,778181818181818;0;18;1
CRD_154;3;2;29;15,213699633699662;3;91;173;30,333333333333332;1,901098901098901;1;22,8;1
CRD_155;6;4;28;29,348366666666664;6;125;231;20,833333333333332;1,848;2;9,599864623077337e+22;1
CRD_156;10;5;32;1,9105072463768238;3;92;189;30,666666666666668;2,0543478260869565;0;10;1
CRD_157;12;5;40;-24,03263513513511;2;111;229;55,5;2,063063063063063;0;12;1
CRD_158;33;23;196;32,62335542009012;22;686;1156;31,181818181818183;1,685131195335277;9;4,415937726615575e+23;1
CRD_159;6;5;33;42,71590604026849;7;149;251;21,285714285714285;1,6845637583892616;2;4,799932311538669e+22;1
CRD_159a;12;7;37;14,699783834586498;4;133;249;33,25;1,8721804511278195;1;4,799932311538669e+22;1
CRD_160;35;23;155;29,792724014336926;18;496;874;27,555555555555557;1,7620967741935485;9;3,983943818577095e+23;1
CRD_161;46;31;213;31,151380597014963;28;670;1199;23,928571428571427;1,7895522388059701;7;2,447965478884721e+23;1
CRD_162;21;18;100;48,701528796522695;18;409;653;22,72222222222222;1,5965770171149145;3;1,4399796934616005e+23;1
CRD_163;5;4;17;48,284057377049194;2;61;92;30,5;1,5081967213114753;0;5;1
CRD_164;1;1;5;30,365000000000038;1;28;49;28,0;1,75;0;1;1
CRD_165;1;1;2;73,84500000000001;2;12;18;6,0;1,5;0;1;1
CRR_1;36;15;66;-24,63118279569892;3;155;328;51,666666666666664;2,1161290322580646;0;36;1
CRR_2;18;15;66;47,26273835920179;11;246;398;22,363636363636363;1,6178861788617886;1;57,6;1
CRR_3;9;5;13;15,195000000000022;1;36;66;36,0;1,8333333333333333;0;9;1
CRR_4;638;93;1887;-291,80618103055167;21;7310;12557;348,0952380952381;1,7177838577291382;20;4,3635748286715165e+22;482
CRR_5;107;16;199;-280,4052336448597;2;642;1225;321,0;1,9080996884735202;0;107;1
CRR_5a;14;3;96;-164,41913697104673;2;449;761;224,5;1,6948775055679288;3;4,799932311538669e+22;1
CRR_6;62;40;179;26,879723627167664;16;519;902;32,4375;1,7379576107899808;11;4,3635748286715165e+22;482
CRR_7;24;11;105;-12,156793349168623;7;421;786;60,142857142857146;1,8669833729216152;2;4,3635748286715165e+22;482
CRR_8;76;41;239;8,304038730943546;15;809;1375;53,93333333333333;1,6996291718170582;5;4,3635748286715165e+22;482
CRR_9;11;7;56;26,52790697674422;7;215;379;30,714285714285715;1,7627906976744185;3;4,3635748286715165e+22;482
CRR_10;21;11;57;7,8540737298637;6;269;488;44,833333333333336;1,8141263940520447;0;21;1
CRR_10a;4;2;17;13,133571428571457;2;84;150;42,0;1,7857142857142858;1;43,6;1
CRR_11;72;43;237;19,641698113207582;21;795;1398;37,857142857142854;1,758490566037736;8;4,3635748286715165e+22;482
CRR_12a;12;7;47;18,928146551724154;4;145;259;36,25;1,7862068965517242;1;4,3635748286715165e+22;482
CRR_13;25;17;74;31,913636363636385;11;225;410;20,454545454545453;1,8222222222222222;13;4,319939080384802e+23;1
CRR_14;25;15;71;18,48074027072758;6;197;361;32,833333333333336;1,83248730964467;3;1,4399796934616005e+23;1
CRR_18;71;42;300;18,119761505638536;34;965;1824;28,38235294117647;1,8901554404145078;6;4,3635748286715165e+22;482
CRR_19;4;2;70;-0,17000000000001592;6;282;531;47,0;1,8829787234042554;1;4,3635748286715165e+22;482
CRR_20;71;48;323;31,488864245925328;37;1048;1816;28,324324324324323;1,7328244274809161;12;4,3635748286715165e+22;482
CRR_21;26;16;168;22,998702247710668;19;569;1032;29,94736842105263;1,8137082601054482;1;4,3635748286715165e+22;482
CRR_22;8;5;52;21,62090502793299;5;179;315;35,8;1,7597765363128492;4;4,3635748286715165e+22;482
CRR_23;11;5;16;-9,830526315789456;1;57;107;57,0;1,8771929824561404;1;4,799932311538669e+22;1
CRR_24;3;2;21;35,89606593406597;5;91;164;18,2;1,8021978021978022;0;3;1
CRR_25;0;0;3;49,78250000000003;2;47;74;23,5;1,574468085106383;0;0;1
CRR_26;37;23;221;23,35631220534313;23;747;1329;32,47826086956522;1,7791164658634537;4;4,3635748286715165e+22;482
CRR_27;15;8;80;5,891967213114782;7;305;565;43,57142857142857;1,8524590163934427;2;4,3635748286715165e+22;482
CRR_28;98;45;431;-11,221332395026934;21;1421;2509;67,66666666666667;1,7656579873328642;3;4,3635748286715165e+22;482
CRR_29;47;28;127;20,276070175438605;15;475;867;31,666666666666668;1,825263157894737;1;4,3635748286715165e+22;482
CRR_30;7;3;25;-15,012409638554189;1;83;135;83,0;1,6265060240963856;2;9,599864623077337e+22;1
CRR_31;6;3;58;2,4028571428571865;5;245;448;49,0;1,8285714285714285;2;4,3635748286715165e+22;482
CRR_32;5;3;41;26,42961538461543;6;156;284;26,0;1,8205128205128205;0;5;1
CRR_33;7;5;63;37,1044650145773;10;343;547;34,3;1,5947521865889214;0;7;1
CRR_34;12;8;46;31,113;7;150;273;21,428571428571427;1,82;1;4,3635748286715165e+22;482
CRR_35;7;5;20;32,67429104477614;2;67;111;33,5;1,6567164179104477;1;14,700000000000001;1
CRR_36;29;15;203;4,039166548697665;16;883;1532;55,1875;1,7349943374858436;11;4,3635748286715165e+22;482
CRR_37;12;5;45;-20,938571428571407;2;126;244;63,0;1,9365079365079365;0;12;1
CRR_38;15;9;82;22,07149350649351;11;280;526;25,454545454545453;1,8785714285714286;1;4,799932311538669e+22;1
CRR_39;14;7;95;3,2714844720496785;5;322;526;64,4;1,6335403726708075;0;14;1
CRR_40;4;2;21;-6,139873417721489;1;79;124;79,0;1,5696202531645569;1;4,799932311538669e+22;1
CRR_41;12;8;66;29,641226415094366;7;212;367;30,285714285714285;1,7311320754716981;1;4,799932311538669e+22;1
CRR_42;20;4;53;-178,19493775933609;1;241;400;241,0;1,6597510373443984;1;4,799932311538669e+22;1
CRR_43;3;1;29;-72,61803149606297;1;127;226;127,0;1,779527559055118;0;3;1
CRR_44;8;3;27;-39,330999999999975;1;100;171;100,0;1,71;1;4,3635748286715165e+22;482
CRR_45;19;5;45;-110,57502890173404;1;173;290;173,0;1,676300578034682;1;4,3635748286715165e+22;482
CRR_46;32;19;133;17,395790062310283;11;569;921;51,72727272727273;1,6186291739894552;7;1,9199729246154674e+23;1
CRR_47;6;4;26;32,324285714285736;2;70;115;35,0;1,6428571428571428;4;4,3635748286715165e+22;482
CRR_47a;35;20;395;13,957340236686406;20;1014;1695;50,7;1,6715976331360947;4;1,9199729246154674e+23;1
CRR_47b;18;9;194;0,8592599425994365;9;542;928;60,22222222222222;1,7121771217712176;0;18;1
CRR_47c;50;24;461;-4,1055282090116805;19;1251;2131;65,84210526315789;1,70343725019984;5;4,031943141692482e+23;1
CRR_48;35;21;129;20,376608055009825;10;509;811;50,9;1,5933202357563852;5;4,3635748286715165e+22;482
CRR_49;65;34;317;5,015173025732054;23;1127;2026;49,0;1,7976929902395742;6;4,3635748286715165e+22;482
CRR_50;8;6;18;35,72184782608696;2;69;111;34,5;1,608695652173913;8;1,9199729246154674e+23;1
CRR_51;3;2;12;43,53995762711867;2;59;93;29,5;1,576271186440678;1;4,3635748286715165e+22;482
CRR_52;162;47;318;-87,15768798200511;8;1167;2013;145,875;1,724935732647815;3;4,3635748286715165e+22;482
CRR_53;12;5;45;-18,617561349693233;2;163;275;81,5;1,687116564417178;1;4,799932311538669e+22;1
CRR_54;59;36;146;21,774561567164227;16;670;1129;41,875;1,6850746268656716;2;9,599864623077337e+22;1
CRR_55;5;3;22;26,45279069767443;2;86;139;43,0;1,6162790697674418;1;4,799932311538669e+22;1
CRR_56;27;5;57;-201,0235714285714;1;252;453;252,0;1,7976190476190477;2;4,3635748286715165e+22;482
CRR_57;19;4;53;-172,03653846153844;1;234;391;234,0;1,670940170940171;1;4,3635748286715165e+22;482
CRR_58;12;5;26;-29,886516853932548;1;89;154;89,0;1,7303370786516854;1;4,799932311538669e+22;1
CRR_59;12;5;45;-21,26941176470585;2;170;285;85,0;1,6764705882352942;1;4,3635748286715165e+22;482
CRR_60;31;19;129;22,800712121212115;12;550;894;45,833333333333336;1,6254545454545455;5;4,3635748286715165e+22;482
CRR_61;1;1;10;47,792;2;50;79;25,0;1,58;2;4,799932311538669e+22;1
CRR_62;6;3;37;-8,1606818181818;2;165;256;82,5;1,5515151515151515;6;4,3635748286715165e+22;482
CRR_63;184;33;247;-213,94571428571425;3;819;1391;273,0;1,6984126984126984;2;4,3635748286715165e+22;482
CRR_64;2;2;17;48,525000000000034;5;120;190;24,0;1,5833333333333333;0;2;1
CRR_65;4;3;20;41,45000000000002;2;80;118;40,0;1,475;1;4,799932311538669e+22;1
CRR_66;14;5;49;-46,42927835051543;2;194;355;97,0;1,8298969072164948;2;4,3635748286715165e+22;482
CRR_67;18;4;53;-152,9732876712328;1;219;356;219,0;1,6255707762557077;1;4,799932311538669e+22;1
CRR_68;12;5;27;-26,274999999999977;1;94;153;94,0;1,627659574468085;1;4,799932311538669e+22;1
CRR_69;19;5;45;-103,56323529411762;1;170;277;170,0;1,6294117647058823;1;4,3635748286715165e+22;482
CRR_70;30;19;133;25,85749619134677;12;547;871;45,583333333333336;1,5923217550274222;8;4,3635748286715165e+22;482
CRR_71;1;1;9;61,75000000000003;2;40;59;20,0;1,475;2;4,3635748286715165e+22;482
CRR_72;1;1;7;49,91500000000002;2;36;59;18,0;1,6388888888888888;0;1;1
CRR_72a;35;10;211;-91,6663083573487;5;694;1293;138,8;1,8631123919308357;4;4,3635748286715165e+22;482
CRR_72b;74;32;426;-19,153215541006205;20;1451;2613;72,55;1,8008270158511372;9;4,3635748286715165e+22;482
CRR_72c;14;8;85;11,613757025508022;9;257;505;28,555555555555557;1,9649805447470816;0;14;1
CRR_72d;2;1;27;3,6526923076923197;3;78;163;26,0;2,08974358974359;1;4,799932311538669e+22;1
CRR_72e;88;35;341;-31,118618588488616;16;1277;2369;79,8125;1,85512920908379;8;4,3635748286715165e+22;482
CRR_72f;19;4;57;-164,61940366972473;1;218;387;218,0;1,775229357798165;1;4,799932311538669e+22;1
CRR_72g;3;2;16;32,459736842105286;1;38;61;38,0;1,605263157894737;3;4,3635748286715165e+22;482
CRR_72h;15;4;49;-110,0326470588235;1;170;290;170,0;1,7058823529411764;2;4,3635748286715165e+22;482
CRR_72i;33;18;146;9,034818181818196;11;550;956;50,0;1,7381818181818183;8;4,3635748286715165e+22;482
CRR_72j;7;6;62;46,72409090909093;7;176;280;25,142857142857142;1,5909090909090908;8;4,3635748286715165e+22;482
CRR_72k;2;1;10;-11,934999999999974;1;28;63;28,0;2,25;1;4,799932311538669e+22;1
CRR_72l;3;2;13;34,448571428571455;2;42;75;21,0;1,7857142857142858;0;3;1
